Mois,Qualité,Territoire,Attribut,Valeur
01/08/2019,Données définitives,Normandie,Production nucléaire,3605
01/08/2019,Données définitives,Normandie,Production thermique totale,204
01/08/2019,Données définitives,Normandie,Production thermique charbon,-3
01/08/2019,Données définitives,Normandie,Production thermique fioul,29
01/08/2019,Données définitives,Normandie,Production thermique gaz,178
01/08/2019,Données définitives,Normandie,Production hydraulique,5
01/08/2019,Données définitives,Normandie,Production éolien,93
01/08/2019,Données définitives,Normandie,Production solaire,22
01/08/2019,Données définitives,Normandie,Production bioénergies,40
01/08/2019,Données définitives,Normandie,Consommation totale,1766
01/08/2019,Données définitives,Normandie,Solde exportateur,2205
01/08/2019,Données définitives,Hauts-de-France,Production totale,3594
01/08/2019,Données définitives,Hauts-de-France,Production nucléaire,2353
01/08/2019,Données définitives,Hauts-de-France,Production thermique totale,672
01/08/2019,Données définitives,Hauts-de-France,Production thermique charbon,0
01/08/2019,Données définitives,Hauts-de-France,Production thermique fioul,0
01/08/2019,Données définitives,Hauts-de-France,Production thermique gaz,672
